iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
CZE,Europe,Czechia,2020-06-23,10650.0,127.0,77.0,339.0,3.0,1.143,994.492,11.859,7.19,31.656,0.28,0.107,1.42,9.0,0.84,76.0,7.097,,,,,,,,,,,,,,,,,,,,,,,35.19,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-06-24,10777.0,127.0,87.857,343.0,4.0,1.429,1006.351,11.859,8.204,32.029,0.374,0.133,1.47,13.0,1.214,78.0,7.284,,,,,,,,,,,,,,,,,,,,,,,35.19,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-06-25,10870.0,93.0,84.286,345.0,2.0,1.571,1015.036,8.684,7.871,32.216,0.187,0.147,1.5,12.0,1.121,67.0,6.256,,,,,,,,,,,,,,,,,,,,,,,35.19,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-06-26,11038.0,168.0,90.286,349.0,4.0,2.0,1030.724,15.688,8.431,32.589,0.374,0.187,1.54,11.0,1.027,64.0,5.976,,,,,,,,,,,,,,,,,,,,,,,35.19,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-06-27,11298.0,260.0,121.429,349.0,0.0,1.857,1055.002,24.279,11.339,32.589,0.0,0.173,1.55,11.0,1.027,61.0,5.696,,,,,,,,,,,,,,,,,,,,,,,35.19,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-06-28,11603.0,305.0,157.857,348.0,-1.0,1.714,1083.483,28.481,14.741,32.496,-0.093,0.16,1.5,13.0,1.214,66.0,6.163,16.023,1.496,107.151,10.006,,,,,,,,,,,,,,,,,,,35.19,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-06-29,11805.0,202.0,183.143,348.0,0.0,1.714,1102.346,18.863,17.102,32.496,0.0,0.16,1.39,11.0,1.027,69.0,6.443,,,,,,,,,,,,,,,,,,,,,,,35.19,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-06-30,11954.0,149.0,186.286,349.0,1.0,1.429,1116.259,13.914,17.395,32.589,0.093,0.133,1.28,11.0,1.027,71.0,6.63,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-01,12046.0,92.0,181.286,349.0,0.0,0.857,1124.85,8.591,16.928,32.589,0.0,0.08,1.19,10.0,0.934,75.0,7.003,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-02,12178.0,132.0,186.857,353.0,4.0,1.143,1137.176,12.326,17.449,32.963,0.374,0.107,1.12,11.0,1.027,72.0,6.723,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-03,12319.0,141.0,183.0,353.0,0.0,0.571,1150.343,13.167,17.088,32.963,0.0,0.053,1.07,11.0,1.027,71.0,6.63,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-04,12440.0,121.0,163.143,351.0,-2.0,0.286,1161.642,11.299,15.234,32.776,-0.187,0.027,1.02,13.0,1.214,70.0,6.537,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-05,12515.0,75.0,130.286,348.0,-3.0,0.0,1168.645,7.003,12.166,32.496,-0.28,0.0,0.97,13.0,1.214,73.0,6.817,18.025,1.683,106.149,9.912,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-06,12566.0,51.0,108.714,350.0,2.0,0.286,1173.408,4.762,10.152,32.683,0.187,0.027,0.95,10.0,0.934,69.0,6.443,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-07,12685.0,119.0,104.429,351.0,1.0,0.286,1184.52,11.112,9.751,32.776,0.093,0.027,0.96,11.0,1.027,77.0,7.19,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-08,12814.0,129.0,109.714,351.0,0.0,0.286,1196.566,12.046,10.245,32.776,0.0,0.027,0.96,10.0,0.934,85.0,7.937,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-09,12919.0,105.0,105.857,352.0,1.0,-0.143,1206.371,9.805,9.885,32.87,0.093,-0.013,0.95,15.0,1.401,73.0,6.817,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-10,13001.0,82.0,97.429,352.0,0.0,-0.143,1214.028,7.657,9.098,32.87,0.0,-0.013,0.95,15.0,1.401,69.0,6.443,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-11,13115.0,114.0,96.429,352.0,0.0,0.143,1224.673,10.645,9.004,32.87,0.0,0.013,0.96,14.0,1.307,64.0,5.976,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-12,13174.0,59.0,94.143,352.0,0.0,0.571,1230.182,5.509,8.791,32.87,0.0,0.053,0.97,15.0,1.401,65.0,6.07,23.032,2.151,107.151,10.006,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-13,13238.0,64.0,96.0,353.0,1.0,0.429,1236.159,5.976,8.964,32.963,0.093,0.04,1.0,19.0,1.774,71.0,6.63,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-14,13341.0,103.0,93.714,355.0,2.0,0.571,1245.777,9.618,8.751,33.15,0.187,0.053,1.04,17.0,1.587,71.0,6.63,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-15,13475.0,134.0,94.429,355.0,0.0,0.571,1258.29,12.513,8.818,33.15,0.0,0.053,1.09,17.0,1.587,80.0,7.47,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-16,13612.0,137.0,99.0,355.0,0.0,0.429,1271.083,12.793,9.245,33.15,0.0,0.04,1.13,21.0,1.961,76.0,7.097,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-17,13742.0,130.0,105.857,358.0,3.0,0.857,1283.222,12.139,9.885,33.43,0.28,0.08,1.15,20.0,1.868,74.0,6.91,,,,,,,,,,,,,,,,,,,,,,,34.72,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-18,13855.0,113.0,105.714,358.0,0.0,0.857,1293.774,10.552,9.872,33.43,0.0,0.08,1.18,19.0,1.774,74.0,6.91,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-19,13945.0,90.0,110.143,359.0,1.0,1.0,1302.178,8.404,10.285,33.523,0.093,0.093,1.21,19.0,1.774,74.0,6.91,18.025,1.683,109.153,10.193,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-20,14098.0,153.0,122.857,359.0,0.0,0.857,1316.465,14.287,11.472,33.523,0.0,0.08,1.26,18.0,1.681,71.0,6.63,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-21,14324.0,226.0,140.429,360.0,1.0,0.714,1337.569,21.104,13.113,33.617,0.093,0.067,1.31,22.0,2.054,78.0,7.284,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-22,14570.0,246.0,156.429,364.0,4.0,1.286,1360.54,22.971,14.607,33.99,0.374,0.12,1.33,21.0,1.961,92.0,8.591,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-23,14800.0,230.0,169.714,365.0,1.0,1.429,1382.017,21.477,15.848,34.084,0.093,0.133,1.31,20.0,1.868,91.0,8.498,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-24,15081.0,281.0,191.286,369.0,4.0,1.571,1408.257,26.24,17.862,34.457,0.374,0.147,1.29,16.0,1.494,94.0,8.778,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-25,15212.0,131.0,193.857,369.0,0.0,1.571,1420.49,12.233,18.102,34.457,0.0,0.147,1.24,15.0,1.401,92.0,8.591,,,,,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-26,15324.0,112.0,197.0,371.0,2.0,1.714,1430.948,10.459,18.396,34.644,0.187,0.16,1.22,14.0,1.307,91.0,8.498,18.025,1.683,131.184,12.25,,,,,,,,,,,,,,,,,,,37.5,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-27,15516.0,192.0,202.571,373.0,2.0,2.0,1448.877,17.929,18.916,34.831,0.187,0.187,1.22,17.0,1.587,109.0,10.178,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-28,15799.0,283.0,210.714,374.0,1.0,2.0,1475.304,26.426,19.676,34.924,0.093,0.187,1.23,17.0,1.587,114.0,10.645,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-29,16093.0,294.0,217.571,374.0,0.0,1.429,1502.757,27.454,20.317,34.924,0.0,0.133,1.22,18.0,1.681,116.0,10.832,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-30,16371.0,278.0,224.429,379.0,5.0,2.0,1528.717,25.96,20.957,35.391,0.467,0.187,1.18,20.0,1.868,117.0,10.925,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-07-31,16574.0,203.0,213.286,382.0,3.0,1.857,1547.673,18.956,19.917,35.671,0.28,0.173,1.14,19.0,1.774,114.0,10.645,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-01,16699.0,125.0,212.429,383.0,1.0,2.0,1559.345,11.672,19.836,35.764,0.093,0.187,1.1,19.0,1.774,116.0,10.832,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-02,16800.0,101.0,210.857,384.0,1.0,1.857,1568.777,9.431,19.69,35.858,0.093,0.173,1.09,18.0,1.681,109.0,10.178,22.031,2.057,170.239,15.897,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-03,17008.0,208.0,213.143,386.0,2.0,1.857,1588.2,19.423,19.903,36.045,0.187,0.173,1.11,16.0,1.494,113.0,10.552,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-04,17286.0,278.0,212.429,383.0,-3.0,1.286,1614.159,25.96,19.836,35.764,-0.28,0.12,1.12,13.0,1.214,115.0,10.739,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-05,17529.0,243.0,205.143,388.0,5.0,2.0,1636.85,22.691,19.156,36.231,0.467,0.187,1.12,15.0,1.401,110.0,10.272,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-06,17731.0,202.0,194.286,390.0,2.0,1.571,1655.713,18.863,18.142,36.418,0.187,0.147,1.11,14.0,1.307,105.0,9.805,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-07,18060.0,329.0,212.286,389.0,-1.0,1.0,1686.435,30.722,19.823,36.325,-0.093,0.093,1.11,16.0,1.494,106.0,9.898,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-08,18235.0,175.0,219.429,389.0,0.0,0.857,1702.776,16.341,20.49,36.325,0.0,0.08,1.08,16.0,1.494,104.0,9.711,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-09,18353.0,118.0,221.857,390.0,1.0,0.857,1713.795,11.019,20.717,36.418,0.093,0.08,1.07,17.0,1.587,107.0,9.992,29.041,2.712,176.248,16.458,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-10,18494.0,141.0,212.286,390.0,0.0,0.571,1726.962,13.167,19.823,36.418,0.0,0.053,1.09,23.0,2.148,113.0,10.552,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-11,18783.0,289.0,213.857,391.0,1.0,1.143,1753.948,26.987,19.97,36.511,0.093,0.107,1.12,23.0,2.148,110.0,10.272,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-12,19075.0,292.0,220.857,391.0,0.0,0.429,1781.215,27.267,20.624,36.511,0.0,0.04,1.14,22.0,2.054,101.0,9.431,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-13,19401.0,326.0,238.571,391.0,0.0,0.143,1811.657,30.442,22.278,36.511,0.0,0.013,1.14,23.0,2.148,106.0,9.898,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-14,19693.0,292.0,233.286,394.0,3.0,0.714,1838.924,27.267,21.784,36.792,0.28,0.067,1.12,24.0,2.241,113.0,10.552,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-15,19891.0,198.0,236.571,395.0,1.0,0.857,1857.413,18.489,22.091,36.885,0.093,0.08,1.1,26.0,2.428,103.0,9.618,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-16,20012.0,121.0,237.0,397.0,2.0,1.0,1868.712,11.299,22.131,37.072,0.187,0.093,1.09,24.0,2.241,101.0,9.431,32.045,2.992,191.269,17.861,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-17,20202.0,190.0,244.0,399.0,2.0,1.286,1886.454,17.742,22.785,37.258,0.187,0.12,1.11,26.0,2.428,113.0,10.552,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-18,20483.0,281.0,242.857,401.0,2.0,1.429,1912.693,26.24,22.678,37.445,0.187,0.133,1.15,25.0,2.334,103.0,9.618,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-19,20798.0,315.0,246.143,404.0,3.0,1.857,1942.108,29.415,22.985,37.725,0.28,0.173,1.17,24.0,2.241,108.0,10.085,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-20,21045.0,247.0,234.857,406.0,2.0,2.143,1965.173,23.065,21.931,37.912,0.187,0.2,1.19,24.0,2.241,116.0,10.832,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-21,21551.0,506.0,265.429,411.0,5.0,2.429,2012.423,47.25,24.786,38.379,0.467,0.227,1.21,24.0,2.241,119.0,11.112,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-22,21790.0,239.0,271.286,411.0,0.0,2.286,2034.741,22.318,25.333,38.379,0.0,0.213,1.18,26.0,2.428,124.0,11.579,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-23,21923.0,133.0,273.0,412.0,1.0,2.143,2047.16,12.419,25.493,38.472,0.093,0.2,1.17,24.0,2.241,128.0,11.953,41.058,3.834,203.286,18.983,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-24,22181.0,258.0,282.714,415.0,3.0,2.286,2071.252,24.092,26.4,38.753,0.28,0.213,1.2,32.0,2.988,129.0,12.046,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-25,22548.0,367.0,295.0,416.0,1.0,2.143,2105.522,34.27,27.547,38.846,0.093,0.2,1.24,32.0,2.988,131.0,12.233,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-26,22951.0,403.0,307.571,418.0,2.0,2.0,2143.154,37.632,28.721,39.033,0.187,0.187,1.26,32.0,2.988,136.0,12.7,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-27,23169.0,218.0,303.429,418.0,0.0,1.714,2163.511,20.357,28.334,39.033,0.0,0.16,1.27,32.0,2.988,147.0,13.727,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-28,23777.0,608.0,318.0,419.0,1.0,1.143,2220.286,56.775,29.695,39.126,0.093,0.107,1.31,37.0,3.455,155.0,14.474,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-29,24094.0,317.0,329.143,421.0,2.0,1.429,2249.887,29.601,30.735,39.313,0.187,0.133,1.3,36.0,3.362,153.0,14.287,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-30,24367.0,273.0,349.143,423.0,2.0,1.571,2275.38,25.493,32.603,39.5,0.187,0.147,1.31,36.0,3.362,153.0,14.287,58.082,5.424,232.326,21.695,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-08-31,24618.0,251.0,348.143,424.0,1.0,1.286,2298.818,23.438,32.509,39.593,0.093,0.12,1.34,36.0,3.362,170.0,15.875,,,,,,,,,,,,,,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-09-01,25117.0,499.0,367.0,425.0,1.0,1.286,2345.414,46.596,34.27,39.686,0.093,0.12,1.41,41.0,3.829,177.0,16.528,,,,,11137.0,,,1.04,,,,,tests performed,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-09-02,25773.0,656.0,403.143,425.0,0.0,1.0,2406.671,61.257,37.645,39.686,0.0,0.093,1.46,42.0,3.922,179.0,16.715,,,,,11810.0,,,1.103,,,,,tests performed,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-09-03,26452.0,679.0,469.0,426.0,1.0,1.143,2470.076,63.405,43.795,39.78,0.093,0.107,1.48,44.0,4.109,194.0,18.116,,,,,11541.0,,,1.078,,,,,tests performed,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-09-04,27249.0,797.0,496.0,429.0,3.0,1.429,2544.5,74.424,46.316,40.06,0.28,0.133,1.49,49.0,4.576,198.0,18.489,,,,,13654.0,,,1.275,,,,,tests performed,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-09-05,27752.0,503.0,522.571,431.0,2.0,1.429,2591.469,46.97,48.797,40.247,0.187,0.133,1.48,52.0,4.856,208.0,19.423,,,,,7468.0,,,0.697,,,,,tests performed,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
CZE,Europe,Czechia,2020-09-06,28156.0,404.0,541.286,436.0,5.0,1.857,2629.195,37.725,50.545,40.713,0.467,0.173,1.49,56.0,5.229,219.0,20.45,76.107,7.107,324.456,30.298,4537.0,,,0.424,,,,,tests performed,,,,,,,,,,36.11,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9
